district,y,m,pop
Qandala,2014,1,133079
Qansax Dheere,2014,1,113528
Qardho,2014,1,162073
Qoryooley,2014,1,261579
Rab Dhuure,2014,1,56739
Saakow,2014,1,107625
Sablaale,2014,1,59305
Sheikh,2014,1,76423
Taleex,2014,1,75495
Tayeeglow,2014,1,92376
Waajid,2014,1,89188
Wanla Weyn,2014,1,210688
Xarardheere,2014,1,81453
Xudun,2014,1,64279
Xudur,2014,1,119607
Zeylac,2014,1,60674
Adan Yabaal,2014,2,78725
Afgooye,2014,2,390666
Afmadow,2014,2,156563
Baardheere,2014,2,152186
Badhaadhe,2014,2,72223
Baki,2014,2,63045
Balcad,2014,2,187276
Banadir,2014,2,1657541
Bandarbeyla,2014,2,29465
Baraawe,2014,2,84067
Baydhaba,2014,2,388833
Belet Weyne,2014,2,253828
Belet Xaawo,2014,2,82554
Berbera,2014,2,145966
Borama,2014,2,673381
Bossaso,2014,2,373542
Bu'aale,2014,2,92225
Bulo Burto,2014,2,154144
Burco,2014,2,424085
Burtinle,2014,2,79285
Buuhoodle,2014,2,63701
Buur Hakaba,2014,2,148140
Cabudwaaq,2014,2,90543
Cadaado,2014,2,84667
Cadale,2014,2,69021
Caluula,2014,2,48179
Caynabo,2014,2,71963
Ceel Afweyn,2014,2,84830
Ceel Barde,2014,2,54000
Ceel Buur,2014,2,99678
Ceel Dheer,2014,2,100163
Ceel Waaq,2014,2,47443
Ceerigaabo,2014,2,204496
Dhuusamarreeb,2014,2,124863
Diinsoor,2014,2,136829
Doolow,2014,2,51751
Eyl,2014,2,77235
Gaalkacyo,2014,2,376358
Galdogob,2014,2,156335
Garbahaarey,2014,2,117172
Garoowe,2014,2,183734
Gebiley,2014,2,132209
Hargeysa,2014,2,1007435
Hobyo,2014,2,96017
Iskushuban,2014,2,72404
Jalalaqsi,2014,2,85669
Jamaame,2014,2,150187
Jariiban,2014,2,90755
Jilib,2014,2,151190
Jowhar,2014,2,298830
Kismaayo,2014,2,167733
Kurtunwaarey,2014,2,200840
Laas Caanood,2014,2,150989
Laasqoray,2014,2,188083
Lughaye,2014,2,67765
Luuq,2014,2,87383
Marka,2014,2,357747
Owdweyne,2014,2,86351
Qandala,2014,2,133296
Qansax Dheere,2014,2,113713
Qardho,2014,2,162337
Qoryooley,2014,2,262007
Rab Dhuure,2014,2,56831
Saakow,2014,2,107801
Sablaale,2014,2,59401
Sheikh,2014,2,76548
Taleex,2014,2,75619
Tayeeglow,2014,2,92527
Waajid,2014,2,89334
Wanla Weyn,2014,2,211032
Xarardheere,2014,2,81586
Xudun,2014,2,64384
Xudur,2014,2,119802
Zeylac,2014,2,60773
Adan Yabaal,2014,3,78853
Afgooye,2014,3,391304
Afmadow,2014,3,156819
Baardheere,2014,3,152435
Badhaadhe,2014,3,72341
Baki,2014,3,63148
Balcad,2014,3,187582
Banadir,2014,3,1660249
Bandarbeyla,2014,3,29513
Baraawe,2014,3,84204
Baydhaba,2014,3,389467
Belet Weyne,2014,3,254242
Belet Xaawo,2014,3,82689
Berbera,2014,3,146205
Borama,2014,3,674481
Bossaso,2014,3,374153
Bu'aale,2014,3,92375
Bulo Burto,2014,3,154395
Burco,2014,3,424777
Burtinle,2014,3,79415
Buuhoodle,2014,3,63805
Buur Hakaba,2014,3,148382
Cabudwaaq,2014,3,90691
Cadaado,2014,3,84805
Cadale,2014,3,69134
Caluula,2014,3,48258
Caynabo,2014,3,72080
Ceel Afweyn,2014,3,84969
Ceel Barde,2014,3,54089
Ceel Buur,2014,3,99841
Ceel Dheer,2014,3,100327
Ceel Waaq,2014,3,47521
Ceerigaabo,2014,3,204830
Dhuusamarreeb,2014,3,125067
Diinsoor,2014,3,137053
Doolow,2014,3,51835
Eyl,2014,3,77361
Gaalkacyo,2014,3,376973
Galdogob,2014,3,156590
Garbahaarey,2014,3,117363
Garoowe,2014,3,184034
Gebiley,2014,3,132425
Hargeysa,2014,3,1009080
Hobyo,2014,3,96174
Iskushuban,2014,3,72522
Jalalaqsi,2014,3,85809
Jamaame,2014,3,150432
Jariiban,2014,3,90903
Jilib,2014,3,151437
Jowhar,2014,3,299318
Kismaayo,2014,3,168008
Kurtunwaarey,2014,3,201168
Laas Caanood,2014,3,151236
Laasqoray,2014,3,188390
Lughaye,2014,3,67876
Luuq,2014,3,87526
Marka,2014,3,358331
Owdweyne,2014,3,86492
Qandala,2014,3,133514
Qansax Dheere,2014,3,113899
Qardho,2014,3,162602
Qoryooley,2014,3,262434
Rab Dhuure,2014,3,56924
Saakow,2014,3,107977
Sablaale,2014,3,59498
Sheikh,2014,3,76673
Taleex,2014,3,75742
Tayeeglow,2014,3,92679
Waajid,2014,3,89480
Wanla Weyn,2014,3,211377
Xarardheere,2014,3,81720
Xudun,2014,3,64490
Xudur,2014,3,119998
Zeylac,2014,3,60872
Adan Yabaal,2014,4,78982
Afgooye,2014,4,391943
Afmadow,2014,4,157075
Baardheere,2014,4,152684
Badhaadhe,2014,4,72459
Baki,2014,4,63251
Balcad,2014,4,187888
Banadir,2014,4,1662960
Bandarbeyla,2014,4,29561
Baraawe,2014,4,84342
Baydhaba,2014,4,390103
Belet Weyne,2014,4,254658
Belet Xaawo,2014,4,82824
Berbera,2014,4,146443
Borama,2014,4,675582
Bossaso,2014,4,374763
Bu'aale,2014,4,92526
Bulo Burto,2014,4,154647
Burco,2014,4,425471
Burtinle,2014,4,79544
Buuhoodle,2014,4,63909
Buur Hakaba,2014,4,148624
Cabudwaaq,2014,4,90839
Cadaado,2014,4,84943
Cadale,2014,4,69247
Caluula,2014,4,48337
Caynabo,2014,4,72198
Ceel Afweyn,2014,4,85108
Ceel Barde,2014,4,54177
Ceel Buur,2014,4,100004
Ceel Dheer,2014,4,100491
Ceel Waaq,2014,4,47598
Ceerigaabo,2014,4,205164
Dhuusamarreeb,2014,4,125271
Diinsoor,2014,4,137277
Doolow,2014,4,51920
Eyl,2014,4,77488
Gaalkacyo,2014,4,377589
Galdogob,2014,4,156846
Garbahaarey,2014,4,117555
Garoowe,2014,4,184335
Gebiley,2014,4,132641
Hargeysa,2014,4,1010728
Hobyo,2014,4,96331
Iskushuban,2014,4,72641
Jalalaqsi,2014,4,85949
Jamaame,2014,4,150678
Jariiban,2014,4,91051
Jilib,2014,4,151684
Jowhar,2014,4,299807
Kismaayo,2014,4,168282
Kurtunwaarey,2014,4,201497
Laas Caanood,2014,4,151483
Laasqoray,2014,4,188698
Lughaye,2014,4,67986
Luuq,2014,4,87668
Marka,2014,4,358916
Owdweyne,2014,4,86633
Qandala,2014,4,133732
Qansax Dheere,2014,4,114085
Qardho,2014,4,162868
Qoryooley,2014,4,262863
Rab Dhuure,2014,4,57017
Saakow,2014,4,108154
Sablaale,2014,4,59596
Sheikh,2014,4,76798
Taleex,2014,4,75866
Tayeeglow,2014,4,92830
Waajid,2014,4,89626
Wanla Weyn,2014,4,211722
Xarardheere,2014,4,81853
Xudun,2014,4,64595
Xudur,2014,4,120194
Zeylac,2014,4,60971
Adan Yabaal,2014,5,79111
Afgooye,2014,5,392583
Afmadow,2014,5,157331
Baardheere,2014,5,152933
Badhaadhe,2014,5,72577
Baki,2014,5,63354
Balcad,2014,5,188195
Banadir,2014,5,1665677
Bandarbeyla,2014,5,29609
Baraawe,2014,5,84479
Baydhaba,2014,5,390741
Belet Weyne,2014,5,255073
Belet Xaawo,2014,5,82959
Berbera,2014,5,146682
Borama,2014,5,676686
Bossaso,2014,5,375376
Bu'aale,2014,5,92677
Bulo Burto,2014,5,154900
Burco,2014,5,426166
Burtinle,2014,5,79674
Buuhoodle,2014,5,64013
Buur Hakaba,2014,5,148866
Cabudwaaq,2014,5,90988
Cadaado,2014,5,85082
Cadale,2014,5,69360
Caluula,2014,5,48416
Caynabo,2014,5,72316
Ceel Afweyn,2014,5,85247
Ceel Barde,2014,5,54266
Ceel Buur,2014,5,100167
Ceel Dheer,2014,5,100655
Ceel Waaq,2014,5,47676
Ceerigaabo,2014,5,205499
Dhuusamarreeb,2014,5,125476
Diinsoor,2014,5,137501
Doolow,2014,5,52005
Eyl,2014,5,77614
Gaalkacyo,2014,5,378206
Galdogob,2014,5,157102
Garbahaarey,2014,5,117747
Garoowe,2014,5,184636
Gebiley,2014,5,132858
Hargeysa,2014,5,1012379
Hobyo,2014,5,96488
Iskushuban,2014,5,72759
Jalalaqsi,2014,5,86090
Jamaame,2014,5,150924
Jariiban,2014,5,91200
Jilib,2014,5,151932
Jowhar,2014,5,300297
Kismaayo,2014,5,168557
Kurtunwaarey,2014,5,201825
Laas Caanood,2014,5,151730
Laasqoray,2014,5,189006
Lughaye,2014,5,68097
Luuq,2014,5,87812
Marka,2014,5,359503
Owdweyne,2014,5,86775
Qandala,2014,5,133950
Qansax Dheere,2014,5,114271
Qardho,2014,5,163134
Qoryooley,2014,5,263292
Rab Dhuure,2014,5,57110
Saakow,2014,5,108330
Sablaale,2014,5,59693
Sheikh,2014,5,76923
Taleex,2014,5,75990
Tayeeglow,2014,5,92981
Waajid,2014,5,89773
Wanla Weyn,2014,5,212068
Xarardheere,2014,5,81986
Xudun,2014,5,64700
Xudur,2014,5,120390
Zeylac,2014,5,61071
Adan Yabaal,2014,6,79240
Afgooye,2014,6,393225
Afmadow,2014,6,157588
Baardheere,2014,6,153183
Badhaadhe,2014,6,72696
Baki,2014,6,63457
Balcad,2014,6,188502
Banadir,2014,6,1668397
Bandarbeyla,2014,6,29658
Baraawe,2014,6,84617
Baydhaba,2014,6,391379
Belet Weyne,2014,6,255490
Belet Xaawo,2014,6,83095
Berbera,2014,6,146922
Borama,2014,6,677791
Bossaso,2014,6,375989
Bu'aale,2014,6,92828
Bulo Burto,2014,6,155153
Burco,2014,6,426862
Burtinle,2014,6,79804
Buuhoodle,2014,6,64118
Buur Hakaba,2014,6,149110
Cabudwaaq,2014,6,91136
Cadaado,2014,6,85221
Cadale,2014,6,69473
Caluula,2014,6,48495
Caynabo,2014,6,72434
Ceel Afweyn,2014,6,85386
Ceel Barde,2014,6,54354
Ceel Buur,2014,6,100331
Ceel Dheer,2014,6,100819
Ceel Waaq,2014,6,47754
Ceerigaabo,2014,6,205835
Dhuusamarreeb,2014,6,125681
Diinsoor,2014,6,137726
Doolow,2014,6,52090
Eyl,2014,6,77741
Gaalkacyo,2014,6,378823
Galdogob,2014,6,157358
Garbahaarey,2014,6,117939
Garoowe,2014,6,184937
Gebiley,2014,6,133075
Hargeysa,2014,6,1014033
Hobyo,2014,6,96646
Iskushuban,2014,6,72878
Jalalaqsi,2014,6,86230
Jamaame,2014,6,151170
Jariiban,2014,6,91349
Jilib,2014,6,152180
Jowhar,2014,6,300787
Kismaayo,2014,6,168832
Kurtunwaarey,2014,6,202155
Laas Caanood,2014,6,151978
Laasqoray,2014,6,189315
Lughaye,2014,6,68209
Luuq,2014,6,87955
Marka,2014,6,360090
Owdweyne,2014,6,86917
Qandala,2014,6,134169
Qansax Dheere,2014,6,114458
Qardho,2014,6,163400
Qoryooley,2014,6,263722
Rab Dhuure,2014,6,57203
Saakow,2014,6,108507
Sablaale,2014,6,59790
Sheikh,2014,6,77049
Taleex,2014,6,76114
Tayeeglow,2014,6,93133
Waajid,2014,6,89919
Wanla Weyn,2014,6,212414
Xarardheere,2014,6,82120
Xudun,2014,6,64806
Xudur,2014,6,120587
Zeylac,2014,6,61171
Adan Yabaal,2014,7,79370
Afgooye,2014,7,393867
Afmadow,2014,7,157846
Baardheere,2014,7,153433
Badhaadhe,2014,7,72814
Baki,2014,7,63561
Balcad,2014,7,188810
Banadir,2014,7,1671122
Bandarbeyla,2014,7,29706
Baraawe,2014,7,84755
Baydhaba,2014,7,392018
Belet Weyne,2014,7,255907
Belet Xaawo,2014,7,83231
Berbera,2014,7,147162
Borama,2014,7,678898
Bossaso,2014,7,376603
Bu'aale,2014,7,92980
Bulo Burto,2014,7,155406
Burco,2014,7,427559
Burtinle,2014,7,79935
Buuhoodle,2014,7,64222
Buur Hakaba,2014,7,149353
Cabudwaaq,2014,7,91285
Cadaado,2014,7,85360
Cadale,2014,7,69587
Caluula,2014,7,48574
Caynabo,2014,7,72552
Ceel Afweyn,2014,7,85525
Ceel Barde,2014,7,54443
Ceel Buur,2014,7,100495
Ceel Dheer,2014,7,100984
Ceel Waaq,2014,7,47832
Ceerigaabo,2014,7,206171
Dhuusamarreeb,2014,7,125886
Diinsoor,2014,7,137951
Doolow,2014,7,52175
Eyl,2014,7,77868
Gaalkacyo,2014,7,379442
Galdogob,2014,7,157615
Garbahaarey,2014,7,118132
Garoowe,2014,7,185239
Gebiley,2014,7,133292
Hargeysa,2014,7,1015689
Hobyo,2014,7,96803
Iskushuban,2014,7,72997
Jalalaqsi,2014,7,86371
Jamaame,2014,7,151417
Jariiban,2014,7,91498
Jilib,2014,7,152429
Jowhar,2014,7,301278
Kismaayo,2014,7,169108
Kurtunwaarey,2014,7,202486
Laas Caanood,2014,7,152226
Laasqoray,2014,7,189624
Lughaye,2014,7,68320
Luuq,2014,7,88099
Marka,2014,7,360678
Owdweyne,2014,7,87059
Qandala,2014,7,134388
Qansax Dheere,2014,7,114645
Qardho,2014,7,163667
Qoryooley,2014,7,264153
Rab Dhuure,2014,7,57297
Saakow,2014,7,108684
Sablaale,2014,7,59888
Sheikh,2014,7,77175
Taleex,2014,7,76238
Tayeeglow,2014,7,93285
Waajid,2014,7,90066
Wanla Weyn,2014,7,212761
Xarardheere,2014,7,82255
Xudun,2014,7,64912
Xudur,2014,7,120784
Zeylac,2014,7,61271
Adan Yabaal,2014,8,79499
Afgooye,2014,8,394510
Afmadow,2014,8,158103
Baardheere,2014,8,153684
Badhaadhe,2014,8,72933
Baki,2014,8,63665
Balcad,2014,8,189119
Banadir,2014,8,1673852
Bandarbeyla,2014,8,29755
Baraawe,2014,8,84894
Baydhaba,2014,8,392659
Belet Weyne,2014,8,256325
Belet Xaawo,2014,8,83367
Berbera,2014,8,147402
Borama,2014,8,680007
Bossaso,2014,8,377218
Bu'aale,2014,8,93132
Bulo Burto,2014,8,155660
Burco,2014,8,428257
Burtinle,2014,8,80065
Buuhoodle,2014,8,64327
Buur Hakaba,2014,8,149597
Cabudwaaq,2014,8,91434
Cadaado,2014,8,85500
Cadale,2014,8,69700
Caluula,2014,8,48653
Caynabo,2014,8,72671
Ceel Afweyn,2014,8,85665
Ceel Barde,2014,8,54532
Ceel Buur,2014,8,100659
Ceel Dheer,2014,8,101149
Ceel Waaq,2014,8,47910
Ceerigaabo,2014,8,206508
Dhuusamarreeb,2014,8,126092
Diinsoor,2014,8,138176
Doolow,2014,8,52260
Eyl,2014,8,77995
Gaalkacyo,2014,8,380062
Galdogob,2014,8,157873
Garbahaarey,2014,8,118325
Garoowe,2014,8,185542
Gebiley,2014,8,133510
Hargeysa,2014,8,1017348
Hobyo,2014,8,96962
Iskushuban,2014,8,73116
Jalalaqsi,2014,8,86512
Jamaame,2014,8,151664
Jariiban,2014,8,91648
Jilib,2014,8,152678
Jowhar,2014,8,301771
Kismaayo,2014,8,169384
Kurtunwaarey,2014,8,202816
Laas Caanood,2014,8,152475
Laasqoray,2014,8,189933
Lughaye,2014,8,68432
Luuq,2014,8,88243
Marka,2014,8,361267
Owdweyne,2014,8,87201
Qandala,2014,8,134608
Qansax Dheere,2014,8,114832
Qardho,2014,8,163934
Qoryooley,2014,8,264584
Rab Dhuure,2014,8,57391
Saakow,2014,8,108862
Sablaale,2014,8,59986
Sheikh,2014,8,77301
Taleex,2014,8,76363
Tayeeglow,2014,8,93438
Waajid,2014,8,90213
Wanla Weyn,2014,8,213109
Xarardheere,2014,8,82389
Xudun,2014,8,65018
Xudur,2014,8,120981
Zeylac,2014,8,61371
Adan Yabaal,2014,9,79629
Afgooye,2014,9,395155
Afmadow,2014,9,158362
Baardheere,2014,9,153935
Badhaadhe,2014,9,73052
Baki,2014,9,63769
Balcad,2014,9,189428
Banadir,2014,9,1676586
Bandarbeyla,2014,9,29804
Baraawe,2014,9,85032
Baydhaba,2014,9,393300
Belet Weyne,2014,9,256744
Belet Xaawo,2014,9,83503
Berbera,2014,9,147643
Borama,2014,9,681117
Bossaso,2014,9,377834
Bu'aale,2014,9,93284
Bulo Burto,2014,9,155914
Burco,2014,9,428957
Burtinle,2014,9,80196
Buuhoodle,2014,9,64432
Buur Hakaba,2014,9,149841
Cabudwaaq,2014,9,91584
Cadaado,2014,9,85639
Cadale,2014,9,69814
Caluula,2014,9,48733
Caynabo,2014,9,72789
Ceel Afweyn,2014,9,85805
Ceel Barde,2014,9,54621
Ceel Buur,2014,9,100823
Ceel Dheer,2014,9,101314
Ceel Waaq,2014,9,47988
Ceerigaabo,2014,9,206845
Dhuusamarreeb,2014,9,126298
Diinsoor,2014,9,138402
Doolow,2014,9,52345
Eyl,2014,9,78123
Gaalkacyo,2014,9,380682
Galdogob,2014,9,158131
Garbahaarey,2014,9,118518
Garoowe,2014,9,185845
Gebiley,2014,9,133728
Hargeysa,2014,9,1019009
Hobyo,2014,9,97120
Iskushuban,2014,9,73236
Jalalaqsi,2014,9,86654
Jamaame,2014,9,151912
Jariiban,2014,9,91797
Jilib,2014,9,152927
Jowhar,2014,9,302264
Kismaayo,2014,9,169661
Kurtunwaarey,2014,9,203147
Laas Caanood,2014,9,152724
Laasqoray,2014,9,190244
Lughaye,2014,9,68544
Luuq,2014,9,88387
Marka,2014,9,361857
Owdweyne,2014,9,87343
Qandala,2014,9,134828
Qansax Dheere,2014,9,115020
Qardho,2014,9,164202
Qoryooley,2014,9,265017
Rab Dhuure,2014,9,57484
Saakow,2014,9,109040
Sablaale,2014,9,60084
Sheikh,2014,9,77427
Taleex,2014,9,76487
Tayeeglow,2014,9,93590
Waajid,2014,9,90360
Wanla Weyn,2014,9,213457
Xarardheere,2014,9,82523
Xudun,2014,9,65124
Xudur,2014,9,121179
Zeylac,2014,9,61471
Adan Yabaal,2014,10,79759
Afgooye,2014,10,395800
Afmadow,2014,10,158620
Baardheere,2014,10,154186
Badhaadhe,2014,10,73172
Baki,2014,10,63873
Balcad,2014,10,189737
Banadir,2014,10,1679324
Bandarbeyla,2014,10,29852
Baraawe,2014,10,85171
Baydhaba,2014,10,393942
Belet Weyne,2014,10,257163
Belet Xaawo,2014,10,83639
Berbera,2014,10,147884
Borama,2014,10,682230
Bossaso,2014,10,378451
Bu'aale,2014,10,93437
Bulo Burto,2014,10,156169
Burco,2014,10,429658
Burtinle,2014,10,80327
Buuhoodle,2014,10,64538
Buur Hakaba,2014,10,150086
Cabudwaaq,2014,10,91733
Cadaado,2014,10,85779
Cadale,2014,10,69928
Caluula,2014,10,48812
Caynabo,2014,10,72908
Ceel Afweyn,2014,10,85945
Ceel Barde,2014,10,54710
Ceel Buur,2014,10,100988
Ceel Dheer,2014,10,101480
Ceel Waaq,2014,10,48066
Ceerigaabo,2014,10,207183
Dhuusamarreeb,2014,10,126504
Diinsoor,2014,10,138628
Doolow,2014,10,52431
Eyl,2014,10,78250
Gaalkacyo,2014,10,381304
Galdogob,2014,10,158389
Garbahaarey,2014,10,118712
Garoowe,2014,10,186148
Gebiley,2014,10,133947
Hargeysa,2014,10,1020674
Hobyo,2014,10,97279
Iskushuban,2014,10,73355
Jalalaqsi,2014,10,86795
Jamaame,2014,10,152160
Jariiban,2014,10,91947
Jilib,2014,10,153177
Jowhar,2014,10,302757
Kismaayo,2014,10,169938
Kurtunwaarey,2014,10,203479
Laas Caanood,2014,10,152973
Laasqoray,2014,10,190554
Lughaye,2014,10,68656
Luuq,2014,10,88531
Marka,2014,10,362448
Owdweyne,2014,10,87486
Qandala,2014,10,135048
Qansax Dheere,2014,10,115208
Qardho,2014,10,164470
Qoryooley,2014,10,265450
Rab Dhuure,2014,10,57578
Saakow,2014,10,109218
Sablaale,2014,10,60182
Sheikh,2014,10,77553
Taleex,2014,10,76612
Tayeeglow,2014,10,93743
Waajid,2014,10,90508
Wanla Weyn,2014,10,213806
Xarardheere,2014,10,82658
Xudun,2014,10,65230
Xudur,2014,10,121377
Zeylac,2014,10,61571
Adan Yabaal,2014,11,79889
Afgooye,2014,11,396446
Afmadow,2014,11,158879
Baardheere,2014,11,154438
Badhaadhe,2014,11,73291
Baki,2014,11,63978
Balcad,2014,11,190047
Banadir,2014,11,1682067
Bandarbeyla,2014,11,29901
Baraawe,2014,11,85311
Baydhaba,2014,11,394586
Belet Weyne,2014,11,257583
Belet Xaawo,2014,11,83776
Berbera,2014,11,148126
Borama,2014,11,683344
Bossaso,2014,11,379069
Bu'aale,2014,11,93589
Bulo Burto,2014,11,156424
Burco,2014,11,430359
Burtinle,2014,11,80458
Buuhoodle,2014,11,64643
Buur Hakaba,2014,11,150331
Cabudwaaq,2014,11,91883
Cadaado,2014,11,85919
Cadale,2014,11,70042
Caluula,2014,11,48892
Caynabo,2014,11,73028
Ceel Afweyn,2014,11,86085
Ceel Barde,2014,11,54800
Ceel Buur,2014,11,101153
Ceel Dheer,2014,11,101645
Ceel Waaq,2014,11,48145
Ceerigaabo,2014,11,207521
Dhuusamarreeb,2014,11,126711
Diinsoor,2014,11,138854
Doolow,2014,11,52517
Eyl,2014,11,78378
Gaalkacyo,2014,11,381927
Galdogob,2014,11,158648
Garbahaarey,2014,11,118906
Garoowe,2014,11,186453
Gebiley,2014,11,134166
Hargeysa,2014,11,1022341
Hobyo,2014,11,97438
Iskushuban,2014,11,73475
Jalalaqsi,2014,11,86937
Jamaame,2014,11,152409
Jariiban,2014,11,92098
Jilib,2014,11,153427
Jowhar,2014,11,303252
Kismaayo,2014,11,170215
Kurtunwaarey,2014,11,203812
Laas Caanood,2014,11,153223
Laasqoray,2014,11,190865
Lughaye,2014,11,68768
Luuq,2014,11,88676
Marka,2014,11,363040
Owdweyne,2014,11,87629
Qandala,2014,11,135268
Qansax Dheere,2014,11,115396
Qardho,2014,11,164739
Qoryooley,2014,11,265883
Rab Dhuure,2014,11,57672
Saakow,2014,11,109396
Sablaale,2014,11,60280
Sheikh,2014,11,77680
Taleex,2014,11,76737
Tayeeglow,2014,11,93896
Waajid,2014,11,90656
Wanla Weyn,2014,11,214155
Xarardheere,2014,11,82793
Xudun,2014,11,65337
Xudur,2014,11,121575
Zeylac,2014,11,61672
Adan Yabaal,2014,12,80020
Afgooye,2014,12,397094
Afmadow,2014,12,159139
Baardheere,2014,12,154690
Badhaadhe,2014,12,73411
Baki,2014,12,64082
Balcad,2014,12,190357
Banadir,2014,12,1684814
Bandarbeyla,2014,12,29950
Baraawe,2014,12,85450
Baydhaba,2014,12,395230
Belet Weyne,2014,12,258004
Belet Xaawo,2014,12,83912
Berbera,2014,12,148368
Borama,2014,12,684460
Bossaso,2014,12,379688
Bu'aale,2014,12,93742
Bulo Burto,2014,12,156680
Burco,2014,12,431062
Burtinle,2014,12,80590
Buuhoodle,2014,12,64749
Buur Hakaba,2014,12,150577
Cabudwaaq,2014,12,92033
Cadaado,2014,12,86060
Cadale,2014,12,70157
Caluula,2014,12,48972
Caynabo,2014,12,73147
Ceel Afweyn,2014,12,86226
Ceel Barde,2014,12,54889
Ceel Buur,2014,12,101318
Ceel Dheer,2014,12,101811
Ceel Waaq,2014,12,48224
Ceerigaabo,2014,12,207860
Dhuusamarreeb,2014,12,126918
Diinsoor,2014,12,139081
Doolow,2014,12,52602
Eyl,2014,12,78506
Gaalkacyo,2014,12,382551
Galdogob,2014,12,158907
Garbahaarey,2014,12,119100
Garoowe,2014,12,186757
Gebiley,2014,12,134385
Hargeysa,2014,12,1024011
Hobyo,2014,12,97597
Iskushuban,2014,12,73595
Jalalaqsi,2014,12,87079
Jamaame,2014,12,152658
Jariiban,2014,12,92248
Jilib,2014,12,153678
Jowhar,2014,12,303747
Kismaayo,2014,12,170493
Kurtunwaarey,2014,12,204145
Laas Caanood,2014,12,153473
Laasqoray,2014,12,191178
Lughaye,2014,12,68880
Luuq,2014,12,88821
Marka,2014,12,363633
Owdweyne,2014,12,87772
Qandala,2014,12,135490
Qansax Dheere,2014,12,115584
Qardho,2014,12,165008
Qoryooley,2014,12,266317
Rab Dhuure,2014,12,57767
Saakow,2014,12,109575
Sablaale,2014,12,60379
Sheikh,2014,12,77807
Taleex,2014,12,76863
Tayeeglow,2014,12,94050
Waajid,2014,12,90804
Wanla Weyn,2014,12,214505
Xarardheere,2014,12,82928
Xudun,2014,12,65444
Xudur,2014,12,121773
Zeylac,2014,12,61773
Adan Yabaal,2015,1,80151
Afgooye,2015,1,397743
Afmadow,2015,1,159399
Baardheere,2015,1,154943
Badhaadhe,2015,1,73531
Baki,2015,1,64187
Balcad,2015,1,190668
Banadir,2015,1,1687581
Bandarbeyla,2015,1,29999
Baraawe,2015,1,85590
Baydhaba,2015,1,395882
Belet Weyne,2015,1,258426
Belet Xaawo,2015,1,84050
Berbera,2015,1,148610
Borama,2015,1,685578
Bossaso,2015,1,380309
Bu'aale,2015,1,93895
Bulo Burto,2015,1,156936
Burco,2015,1,431767
Burtinle,2015,1,80721
Buuhoodle,2015,1,64854
Buur Hakaba,2015,1,150823
Cabudwaaq,2015,1,92183
Cadaado,2015,1,86200
Cadale,2015,1,70272
Caluula,2015,1,49052
Caynabo,2015,1,73267
Ceel Afweyn,2015,1,86367
Ceel Barde,2015,1,54979
Ceel Buur,2015,1,101484
Ceel Dheer,2015,1,101978
Ceel Waaq,2015,1,48302
Ceerigaabo,2015,1,208200
Dhuusamarreeb,2015,1,127125
Diinsoor,2015,1,139308
Doolow,2015,1,52688
Eyl,2015,1,78634
Gaalkacyo,2015,1,383176
Galdogob,2015,1,159166
Garbahaarey,2015,1,119294
Garoowe,2015,1,187062
Gebiley,2015,1,134604
Hargeysa,2015,1,1025683
Hobyo,2015,1,97756
Iskushuban,2015,1,73716
Jalalaqsi,2015,1,87221
Jamaame,2015,1,152907
Jariiban,2015,1,92399
Jilib,2015,1,153929
Jowhar,2015,1,304243
Kismaayo,2015,1,170904
Kurtunwaarey,2015,1,204478
Laas Caanood,2015,1,153724
Laasqoray,2015,1,191490
Lughaye,2015,1,68992
Luuq,2015,1,88966
Marka,2015,1,364227
Owdweyne,2015,1,87915
Qandala,2015,1,135711
Qansax Dheere,2015,1,115773
Qardho,2015,1,165278
Qoryooley,2015,1,266753
Rab Dhuure,2015,1,57861
Saakow,2015,1,109754
Sablaale,2015,1,60477
Sheikh,2015,1,77934
Taleex,2015,1,76988
Tayeeglow,2015,1,94204
Waajid,2015,1,90952
Wanla Weyn,2015,1,214855
Xarardheere,2015,1,83064
Xudun,2015,1,65551
Xudur,2015,1,121972
Zeylac,2015,1,61874
Adan Yabaal,2015,2,80282
Afgooye,2015,2,398392
Afmadow,2015,2,159660
Baardheere,2015,2,155196
Badhaadhe,2015,2,73651
Baki,2015,2,64291
Balcad,2015,2,190980
Banadir,2015,2,1690405
Bandarbeyla,2015,2,30048
Baraawe,2015,2,85729
Baydhaba,2015,2,396553
Belet Weyne,2015,2,258848
Belet Xaawo,2015,2,84187
Berbera,2015,2,148853
Borama,2015,2,686698
Bossaso,2015,2,380930
Bu'aale,2015,2,94049
Bulo Burto,2015,2,157192
Burco,2015,2,432472
Burtinle,2015,2,80853
Buuhoodle,2015,2,64960
Buur Hakaba,2015,2,151069
Cabudwaaq,2015,2,92334
Cadaado,2015,2,86341
Cadale,2015,2,70386
Caluula,2015,2,49132
Caynabo,2015,2,73386
Ceel Afweyn,2015,2,86508
Ceel Barde,2015,2,55069
Ceel Buur,2015,2,101649
Ceel Dheer,2015,2,102144
Ceel Waaq,2015,2,48381
Ceerigaabo,2015,2,208540
Dhuusamarreeb,2015,2,127332
Diinsoor,2015,2,139536
Doolow,2015,2,52774
Eyl,2015,2,78762
Gaalkacyo,2015,2,383801
Galdogob,2015,2,159426
Garbahaarey,2015,2,119489
Garoowe,2015,2,187367
Gebiley,2015,2,134824
